Month,ProductID,Product Name,Size,Gender,Quantity,PrimaryColor,Price,Sale,Profit
5/2022,10150373,Jeans,XL,Men,5,Blue,60 ,90 ,150 
5/2022,10145683,Sweater,XXL,Unisex Kids,5, Black,100 ,150 ,250 
5/2022,10139791,T-shirt,M ,Men,5, White,100 ,150 ,250 
5/2022,10138859,Dress,M ,Boys,5, Yellow,100 ,150 ,250 
5/2022,10151673,Shoes,S ,Men,6,Blue,100 ,150 ,300 
5/2022,10148807,Jeans,XL,Men,5, Red,50 ,75 ,125 
5/2022,10136759,Dress,S ,Women,5,Blue,20 ,30 ,50 
5/2022,10150553,Shoes,XL,Men,5, Grey,30 ,45 ,75 
5/2022,10136073,Dress,XL,Boys,4, Brown,47 ,71 ,94 
5/2022,10136581,Jeans,S,Boys,5,Blue,99 ,149 ,248 
5/2022,10138355,Jeans,M ,Boys,4, White,99 ,149 ,198 
5/2022,10147997,Dress,S,Men,5,Blue,45 ,68 ,113 
5/2022,10138019,Sweater,M ,Women,5, White,100 ,150 ,250 
5/2022,10139553,Dress,XXL,Women,4, Gold,214 ,321 ,428 
5/2022,10147811,Sweater,XL,Men,5, Red,123 ,185 ,308 
5/2022,10137363,Dress,S,Men,5, Green,15 ,23 ,38 
5/2022,10152151,T-shirt,S,Men,5, Green,90 ,135 ,225 
5/2022,10138927,Shoes,M ,Boys,5, Yellow,87 ,131 ,218 
5/2022,10143905,Dress,S ,Men,5, Maroon,22 ,33 ,55 
5/2022,10139793,Sweater,XL,Men,5, Yellow,34 ,51 ,85 
5/2022,10139783,Sweater,XXL,Men,5, Pink,55 ,83 ,138 
5/2022,10136313,Jeans,M ,Boys,4, Green,91 ,137 ,182 
5/2022,10147915,Jeans,M ,Men,5, Black,100 ,150 ,250 
5/2022,10151675,Jeans,S ,Men,5, Red,200 ,300 ,500 
5/2022,10149113,T-shirt,XL,Men,5, Green,150 ,225 ,375 
5/2022,10143915,Dress,S ,Women,5, Green,60 ,90 ,150 
5/2022,10136371,Shoes,XL,Boys,4, Black,100 ,150 ,200 
5/2022,10147097,Shoes,XL,Men,5, Green,100 ,150 ,250 
5/2022,10145467,Shoes,S,Women,4, Black,100 ,150 ,200 
5/2022,10148291,T-shirt,M ,Men,5, Beige,100 ,150 ,250 
5/2022,10136189,Dress,S,Boys,4, Grey,50 ,75 ,100 
5/2022,10147923,Dress,M ,Men,5,Blue,20 ,30 ,50 
5/2022,10137357,T-shirt,M ,Unisex,7, Black,30 ,45 ,105 
5/2022,10136257,Jeans,S ,Boys,5, Brown,47 ,71 ,118 
5/2022,10136281,Jeans,XL,Boys,5, Red,99 ,149 ,248 
5/2022,10138015,Shoes,XXL,Women,5,Blue,99 ,149 ,248 
5/2022,10148381,Shoes,M ,Men,5, Khaki,45 ,68 ,113 
5/2022,10138631,T-shirt,M ,Boys,4,Blue,50 ,75 ,100 
5/2022,10146617,Jeans,S ,Boys,5, Red,26 ,39 ,65 
5/2022,10146681,Dress,XL,Men,5, Black,33 ,50 ,83 
5/2022,10149461,Shoes,S ,Men,5, Red,100 ,150 ,250 
5/2022,10139563,T-shirt,XL,Women,4, Gold,200 ,300 ,400 
5/2022,1013851,Jeans,XL,Men,5, Black,150 ,225 ,375 
5/2022,10138539,Sweater,S,Boys,6,Blue,60 ,90 ,180 
5/2022,10144739,Shoes,M ,Men,5,Blue,100 ,150 ,250 
5/2022,10145041,Dress,S,Girls,3,,100 ,150 ,150 
5/2022,10138739,Dress,M ,Boys,3, Red,100 ,150 ,150 
5/2022,10146581,T-shirt,XXL,Men,5,Blue,100 ,150 ,250 
5/2022,10147977,T-shirt,XL,Men,5, Green,50 ,75 ,125 
5/2022,10144485,Sweater,S,Women,5, Black,20 ,30 ,50 
5/2022,10147373,Dress,S,Men,5, Red,30 ,45 ,75 
5/2022,10136731,T-shirt,M ,Women,5,Blue,47 ,71 ,118 
5/2022,10146545,Shoes,S ,Men,5, Orange,99 ,149 ,248 
5/2022,10139787,T-shirt,XL,Men,5, Red,99 ,149 ,248 
5/2022,10152309,Shoes,XXL,Men,6, Grey,45 ,68 ,135 
5/2022,10139001,Shoes,M ,Women,3, Gold,50 ,75 ,75 
5/2022,10137645,Shoes,M ,Women,3, Gold,26 ,39 ,39 
5/2022,10149243,T-shirt,S ,Men,5, Grey,33 ,50 ,83 
5/2022,10136411,Dress,XL,Boys,5, Yellow,22 ,33 ,55 
5/2022,10143757,Jeans,S ,Men,5, Black,100 ,150 ,250 
5/2022,10148955,Jeans,XL,Men,5, Brown,214 ,321 ,535 
5/2022,10138663,Shoes,XL,Boys,5,Blue,123 ,185 ,308 
5/2022,10137191,Shoes,S,Men,5,Blue,15 ,23 ,38 
5/2022,10147809,Shoes,M ,Men,5, Brown,90 ,135 ,225 
5/2022,10144955,Jeans,S,Girls,3, Red,87 ,131 ,131 
5/2022,10136027,Shoes,M ,Boys,4, Red,22 ,33 ,44 
5/2022,10136219,Shoes,M ,Boys,4, Brown,34 ,51 ,68 
6/2022,10140437,Sweater,S ,Women,5, Pink,55 ,83 ,138 
6/2022,10137889,Shoes,XL,Unisex,4, Red,91 ,137 ,182 
6/2022,10145397,Jeans,XXL,Women,4, Silver,100 ,150 ,200 
6/2022,10145751,Sweater,M ,Men,5, White,200 ,300 ,500 
6/2022,10137815,Shoes,M ,Men,5, Black,150 ,225 ,375 
6/2022,10147561,Jeans,S ,Men,5,Blue,60 ,90 ,150 
6/2022,10144523,Dress,XL,Men,5,Blue,100 ,150 ,250 
6/2022,10145045,Jeans,S ,Boys,5,,100 ,150 ,250 
6/2022,10147095,Sweater,XL,Men,5, Brown,100 ,150 ,250 
6/2022,10138353,Shoes,XL,Boys,5,Blue,100 ,150 ,250 
6/2022,10147833,Jeans,S,Men,5, Beige,50 ,75 ,125 
6/2022,10143739,T-shirt,M ,Men,5, Red,20 ,30 ,50 
6/2022,10144531,Jeans,S,Men,5, Black,30 ,45 ,75 
6/2022,10138033,T-shirt,M ,Women,5, Grey,47 ,71 ,118 
6/2022,10143845,Dress,XXL,Men,5, Grey,99 ,149 ,248 
6/2022,1013866,Jeans,XL,Men,6,Blue,99 ,149 ,297 
6/2022,10146213,Shoes,S,Unisex,5, Black,45 ,68 ,113 
6/2022,10138761,Jeans,S,Boys,5,Blue,100 ,150 ,250 
6/2022,10147841,Jeans,M ,Men,5, Beige,214 ,321 ,535 
6/2022,10148253,T-shirt,S ,Men,7,Blue,123 ,185 ,431 
6/2022,10145039,T-shirt,XL,Girls,3,,15 ,23 ,23 
6/2022,10138239,Shoes,XXL,Boys,5,Blue,90 ,135 ,225 
6/2022,10144521,T-shirt,M ,Men,5, Black,87 ,131 ,218 
6/2022,1013864,Jeans,M ,Men,5,Blue,22 ,33 ,55 
6/2022,10147919,Jeans,S ,Men,5,Blue,34 ,51 ,85 
6/2022,10138811,Jeans,XL,Boys,7, Red,55 ,83 ,193 
6/2022,10145959,T-shirt,S ,Women,5, Pink,91 ,137 ,228 
6/2022,10150049,T-shirt,XL,Men,5, Grey,100 ,150 ,250 
6/2022,10136101,T-shirt,XL,Boys,4, Black,200 ,300 ,400 
6/2022,10138875,Shoes,S,Boys,4, Yellow,150 ,225 ,300 
6/2022,10147461,T-shirt,M ,Men,5,Blue,60 ,90 ,150 
6/2022,10147177,Jeans,S,Men,5, Green,100 ,150 ,250 
6/2022,10138029,Dress,M ,Women,5,Blue,100 ,150 ,250 
6/2022,10136035,Sweater,M ,Boys,4, Brown,100 ,150 ,200 
6/2022,10138041,T-shirt,S ,Women,5,Blue,100 ,150 ,250 
6/2022,10138513,Sweater,XL,Boys,4, Red,50 ,75 ,100 
6/2022,10139033,Dress,XXL,Women,3, Gold,20 ,30 ,30 
6/2022,10137399,Sweater,M ,Unisex,5, Brown,30 ,45 ,75 
6/2022,10137261,Shoes,M ,Men,5, Grey,47 ,71 ,118 
6/2022,10152225,Shoes,S ,Men,5, Black,99 ,149 ,248 
6/2022,10138959,Shoes,XL,Boys,3, Red,99 ,149 ,149 
6/2022,10136237,Shoes,S ,Boys,4, Green,45 ,68 ,90 
6/2022,10148395,Shoes,XL,Men,7, Khaki,100 ,150 ,350 
6/2022,10148059,T-shirt,XL,Men,5, Red,214 ,321 ,535 
6/2022,10145283,Jeans,S,Boys,5,,123 ,185 ,308 
6/2022,10151509,Shoes,M ,Men,6,Blue,15 ,23 ,45 
6/2022,10138609,Shoes,S,Boys,6, Green,90 ,135 ,270 
6/2022,10136149,T-shirt,M ,Boys,5, Beige,87 ,131 ,218 
6/2022,10147201,Shoes,XXL,Men,5, Black,22 ,33 ,55 
6/2022,10147709,Jeans,XL,Men,5, Green,34 ,51 ,85 
6/2022,10138755,T-shirt,S,Boys,4, Red,55 ,83 ,110 
6/2022,10138785,Dress,S,Boys,5,Blue,91 ,137 ,228 
6/2022,10145019,Jeans,M ,Girls,3,,100 ,150 ,150 
6/2022,10136525,Shoes,S ,Boys,3,Blue,200 ,300 ,300 
6/2022,10145271,Dress,XL,Girls,4,,150 ,225 ,300 
6/2022,10148495,Dress,XXL,Men,5, Green,60 ,90 ,150 
6/2022,10147929,Shoes,M ,Men,5, Red,100 ,150 ,250 
6/2022,10136047,T-shirt,M ,Boys,4,Blue,100 ,150 ,200 
6/2022,10140023,Sweater,S ,Men,5, Black,100 ,150 ,250 
6/2022,10145447,Jeans,XL,Women,4, Red,100 ,150 ,200 
6/2022,10147021,Dress,S ,Men,5, White,50 ,75 ,125 
6/2022,10137199,Dress,XL,Men,5,Blue,20 ,30 ,50 
6/2022,10143867,T-shirt,XL,Men,5, White,30 ,45 ,75 
6/2022,10137227,T-shirt,S,Men,5, Black,47 ,71 ,118 
6/2022,10138803,Jeans,M ,Boys,4, Green,99 ,149 ,198 
6/2022,10152241,Dress,S,Men,6, Green,99 ,149 ,297 
6/2022,10146033,Dress,M ,Men,5,Blue,45 ,68 ,113 
6/2022,10145031,Sweater,M ,Boys,4,,50 ,75 ,100 
6/2022,10147341,Shoes,S ,Men,5,Blue,26 ,39 ,65 
6/2022,10136239,Sweater,XL,Boys,6, Orange,33 ,50 ,99 
6/2022,10150241,T-shirt,XXL,Men,5, Black,100 ,150 ,250 
6/2022,10147019,Sweater,M ,Men,5, Red,200 ,300 ,500 
6/2022,10137891,Dress,M ,Unisex,4, Orange,150 ,225 ,300 
6/2022,10147199,Jeans,S ,Men,5, Green,60 ,90 ,150 
6/2022,10152301,Dress,XL,Men,5, Black,100 ,150 ,250 
6/2022,10146529,T-shirt,S ,Women,5, Red,100 ,150 ,250 
6/2022,10137491,Sweater,XL,Boys,5, Yellow,100 ,150 ,250 
6/2022,10146875,Dress,XL,Men,5, Grey,100 ,150 ,250 
6/2022,10138039,Jeans,S,Women,5, Black,50 ,75 ,125 
6/2022,10143909,T-shirt,M ,Men,6, Green,20 ,30 ,60 
6/2022,10149603,Sweater,S,Men,5, Beige,30 ,45 ,75 
6/2022,10136269,Dress,M ,Boys,4, Khaki,47 ,71 ,94 
6/2022,10136687,T-shirt,XXL,Women,5,Blue,99 ,149 ,248 
6/2022,10143765,Dress,XL,Men,5, White,99 ,149 ,248 
6/2022,10138035,Sweater,S,Women,5, Grey,45 ,68 ,113 
6/2022,10136277,Shoes,S,Boys,4, Black,50 ,75 ,100 
6/2022,10136065,Sweater,M ,Boys,3,Blue,26 ,39 ,39 
6/2022,10137521,Jeans,S ,Women,6, Grey,33 ,50 ,99 
6/2022,10138463,T-shirt,XL,Boys,4, Red,22 ,33 ,44 
6/2022,10150247,Jeans,XXL,Men,5,Blue,100 ,150 ,250 
6/2022,10140257,Dress,M ,Men,5,Blue,214 ,321 ,535 
6/2022,10137145,Dress,M ,Men,5, Grey,123 ,185 ,308 
6/2022,10151827,Shoes,S ,Men,5,Blue,15 ,23 ,38 
6/2022,10147211,Sweater,XL,Men,5, Red,90 ,135 ,225 
6/2022,10137123,Dress,S ,Men,5,Blue,87 ,131 ,218 
6/2022,10137811,Sweater,XL,Men,5, White,22 ,33 ,55 
6/2022,10147443,Sweater,XL,Men,7, Khaki,34 ,51 ,119 
6/2022,10136893,Dress,S,Women,5, Green,55 ,83 ,138 
6/2022,10149437,Shoes,M ,Men,7, Red,91 ,137 ,319 
6/2022,10146527,T-shirt,S,Women,5, Red,100 ,150 ,250 
6/2022,10138899,Dress,M ,Boys,4, Green,200 ,300 ,400 
6/2022,10138817,Dress,M ,Boys,4,Blue,150 ,225 ,300 
6/2022,10148251,Shoes,S ,Men,5,Blue,60 ,90 ,150 
6/2022,10143999,Jeans,XL,Women,5, Green,100 ,150 ,250 
6/2022,10147625,Shoes,XXL,Men,5,Blue,100 ,150 ,250 
6/2022,10144007,Jeans,M ,Women,5, Black,100 ,150 ,250 
6/2022,10144695,Dress,M ,Men,5, Green,100 ,150 ,250 
6/2022,10143047,Dress,S ,Women,5, Beige,50 ,75 ,125 
6/2022,10146511,Shoes,XL,Women,5, Green,20 ,30 ,50 
6/2022,10147653,T-shirt,S ,Men,5, Green,30 ,45 ,75 
6/2022,10149831,Sweater,XL,Men,5, Brown,47 ,71 ,118 
6/2022,1014825,Sweater,XL,Men,4, Black,99 ,149 ,198 
6/2022,10136081,Dress,S,Boys,4,Blue,99 ,149 ,198 
6/2022,10142469,T-shirt,M ,Women,5, White,45 ,68 ,113 
6/2022,10145427,Sweater,S,Women,4, Red,100 ,150 ,200 
6/2022,10136965,Sweater,M ,Women,5,Blue,214 ,321 ,535 
6/2022,1014075,T-shirt,XXL,Women,6, Red,123 ,185 ,369 
6/2022,10138951,T-shirt,XL,Boys,4,Blue,15 ,23 ,30 
6/2022,10136095,Jeans,S,Boys,4,Blue,90 ,135 ,180 
6/2022,10138367,T-shirt,S,Boys,7,Blue,87 ,131 ,305 
6/2022,10145433,Shoes,M ,Women,4, Gold,22 ,33 ,44 
6/2022,10138857,Shoes,S ,Boys,4, Red,34 ,51 ,68 
6/2022,10137727,Shoes,XL,Women,4, Gold,55 ,83 ,110 
6/2022,10136405,Dress,XXL,Boys,4, Green,91 ,137 ,182 
6/2022,10136131,Shoes,M ,Boys,4,Blue,100 ,150 ,200 
6/2022,10136043,Shoes,M ,Boys,4,Blue,200 ,300 ,400 
6/2022,10136767,Dress,S ,Women,5, Red,150 ,225 ,375 
6/2022,10137043,Jeans,XL,Men,5,Blue,60 ,90 ,150 
6/2022,10144983,Dress,S ,Boys,4,,100 ,150 ,200 
6/2022,10146575,Jeans,XL,Men,5,Blue,100 ,150 ,250 
6/2022,10152201,Dress,XL,Men,5, Green,100 ,150 ,250 
6/2022,10141875,T-shirt,S,Women,5, Black,100 ,150 ,250 
6/2022,10145333,Jeans,M ,Boys,3,,50 ,75 ,75 
6/2022,10138645,Jeans,S,Boys,3, Maroon,20 ,30 ,30 
6/2022,10139039,Dress,M ,Women,3, Gold,30 ,45 ,45 
6/2022,10144429,Jeans,M ,Women,5, Black,47 ,71 ,118 
6/2022,10148681,T-shirt,S ,Men,5, Green,99 ,149 ,248 
6/2022,10146897,Shoes,XL,Men,7,Blue,99 ,149 ,347 
6/2022,10136289,Shoes,XXL,Boys,4,Blue,45 ,68 ,90 
6/2022,10144511,Sweater,M ,Women,5, Grey,100 ,150 ,250 
6/2022,10136169,Sweater,M ,Boys,3, Brown,214 ,321 ,321 
6/2022,10136667,Dress,S ,Women,5, Red,123 ,185 ,308 
6/2022,10147449,T-shirt,XL,Men,5, Green,15 ,23 ,38 
6/2022,10148243,Jeans,S ,Men,5,Blue,90 ,135 ,225 
6/2022,10147275,Sweater,XL,Men,5, Orange,87 ,131 ,218 
6/2022,10145327,Shoes,XL,Girls,4,,22 ,33 ,44 
6/2022,1014798,Sweater,S,Men,4, Black,34 ,51 ,68 
6/2022,10144985,T-shirt,M ,Boys,3,,55 ,83 ,83 
6/2022,10146651,T-shirt,S,Boys,5, White,91 ,137 ,228 
6/2022,10137271,Shoes,M ,Unisex,5, Grey,100 ,150 ,250 
6/2022,10138615,Jeans,XXL,Boys,4,Blue,200 ,300 ,400 
6/2022,10149225,Shoes,XL,Men,5,Blue,150 ,225 ,375 
6/2022,10145395,Dress,S,Women,4, Red,60 ,90 ,120 
6/2022,10146855,Shoes,S,Men,7, Grey,100 ,150 ,350 
6/2022,10140047,T-shirt,M ,Unisex,5, Brown,100 ,150 ,250 
6/2022,10142491,Shoes,S ,Women,5, Green,100 ,150 ,250 
6/2022,10147485,Shoes,XL,Men,5,Blue,100 ,150 ,250 
6/2022,10140435,Sweater,XXL,Women,5,Blue,50 ,75 ,125 
6/2022,10138579,Dress,M ,Boys,5,Blue,20 ,30 ,50 
6/2022,10148441,Dress,M ,Men,6, Beige,30 ,45 ,90 
6/2022,10145829,Sweater,S ,Men,5,Blue,47 ,71 ,118 
6/2022,10138639,Dress,XL,Boys,3,Blue,99 ,149 ,149 
6/2022,10146723,T-shirt,S ,Men,5,Blue,99 ,149 ,248 
6/2022,10146515,Jeans,XL,Women,5, Yellow,45 ,68 ,113 
6/2022,10140415,Sweater,XL,Women,5, Yellow,50 ,75 ,125 
6/2022,10137189,Shoes,S,Men,5,Blue,26 ,39 ,65 
6/2022,10147107,Jeans,M ,Men,5, White,33 ,50 ,83 
6/2022,10151469,T-shirt,S,Men,5,Blue,100 ,150 ,250 
6/2022,10148413,T-shirt,M ,Men,5, Green,200 ,300 ,500 
6/2022,10139539,T-shirt,M ,Women,5, Gold,150 ,225 ,375 
6/2022,10151459,Dress,S ,Men,6, Yellow,60 ,90 ,180 
6/2022,10143931,Shoes,XL,Men,5, Green,100 ,150 ,250 
6/2022,10147999,Shoes,XXL,Men,5,,100 ,150 ,250 
6/2022,10140025,Sweater,M ,Men,5, Black,100 ,150 ,250 
6/2022,10138933,Dress,M ,Boys,3,Blue,100 ,150 ,150 
6/2022,10137151,Dress,S ,Women,5, Black,50 ,75 ,125 
6/2022,10136429,T-shirt,XL,Boys,4,Blue,20 ,30 ,40 
6/2022,1014684,Jeans,S ,Men,6, Yellow,30 ,45 ,90 
6/2022,10150641,Sweater,XL,Men,5, Black,47 ,71 ,118 
6/2022,10147191,T-shirt,XL,Men,5, Green,99 ,149 ,248 
6/2022,10137045,T-shirt,S,Unisex,5,Blue,99 ,149 ,248 
6/2022,10148199,T-shirt,M ,Men,5, Red,45 ,68 ,113 
6/2022,10145885,T-shirt,S,Women,5, Black,50 ,75 ,125 
6/2022,10136105,Jeans,M ,Boys,4, Black,26 ,39 ,52 
6/2022,10148345,Jeans,XXL,Men,6, Black,33 ,50 ,99 
6/2022,10144865,Sweater,XL,Women,5, Black,22 ,33 ,55 
6/2022,10137319,Sweater,S,Men,5,Blue,50 ,75 ,125 
6/2022,10138745,T-shirt,S,Boys,4, Yellow,22 ,33 ,44 
6/2022,10138453,Dress,M ,Boys,5,Blue,88 ,132 ,220 
6/2022,10138055,Jeans,S ,Women,5, Yellow,34 ,51 ,85 
6/2022,10148921,Shoes,XL,Men,5, Green,54 ,81 ,135 
6/2022,10137167,T-shirt,XXL,Men,5, Grey,20 ,30 ,50 
6/2022,10136129,T-shirt,M ,Boys,4,Blue,120 ,180 ,240 
6/2022,10136037,Dress,M ,Boys,3, Black,55 ,83 ,83 
6/2022,1013659,Sweater,S ,Women,5, Brown,90 ,135 ,225 
6/2022,10147925,Dress,XL,Men,5,Blue,100 ,150 ,250 
6/2022,10144367,T-shirt,S ,Women,5,Blue,300 ,450 ,750 
6/2022,10145065,Jeans,XL,Boys,8,,45 ,68 ,180 
6/2022,10137103,Dress,XL,Unisex,7, Black,50 ,75 ,175 
6/2022,10136121,T-shirt,S,Boys,3, Brown,26 ,39 ,39 
6/2022,10146517,T-shirt,M ,Women,5, Black,33 ,50 ,83 
6/2022,10137541,Sweater,S,Men,5, Black,22 ,33 ,55 
6/2022,10148433,Shoes,M ,Men,5, Grey,100 ,150 ,250 
6/2022,10145353,Shoes,M ,Boys,3,,214 ,321 ,321 
6/2022,10138727,Shoes,S ,Boys,3,Blue,123 ,185 ,185 
6/2022,10143649,Jeans,XL,Men,4,Blue,15 ,23 ,30 
6/2022,10137101,Sweater,XXL,Men,5, Black,90 ,135 ,225 
6/2022,10147381,T-shirt,M ,Men,5, Brown,87 ,131 ,218 
6/2022,10137591,Dress,M ,Girls,4, Red,22 ,33 ,44 
6/2022,10149277,Jeans,S ,Men,5, Beige,34 ,51 ,85 
6/2022,10138175,Shoes,XL,Women,6, Pink,55 ,83 ,165 
6/2022,10136117,T-shirt,S ,Boys,4, Black,91 ,137 ,182 
6/2022,10138597,Sweater,XL,Boys,4,Blue,100 ,150 ,200 
6/2022,10138303,Shoes,XL,Boys,5, Yellow,200 ,300 ,500 
6/2022,10140019,T-shirt,S,Men,5,,150 ,225 ,375 
6/2022,10137525,Shoes,M ,Women,5, Brown,60 ,90 ,150 
6/2022,10138307,T-shirt,S,Boys,4, Yellow,100 ,150 ,200 
6/2022,10140045,Shoes,M ,Unisex,5, Red,100 ,150 ,250 
6/2022,10149231,Jeans,XXL,Men,5, Beige,100 ,150 ,250 
6/2022,10148409,T-shirt,XL,Men,7,Blue,100 ,150 ,350 
6/2022,10148483,Sweater,S,Men,6, Green,50 ,75 ,150 
6/2022,10143817,Shoes,S,Men,5,Blue,20 ,30 ,50 
6/2022,10151895,T-shirt,M ,Men,5, Green,30 ,45 ,75 
6/2022,10144357,T-shirt,S ,Women,5, White,47 ,71 ,118 
6/2022,10147127,Dress,XL,Men,5,Blue,99 ,149 ,248 
6/2022,10146505,Dress,XXL,Women,5, Green,99 ,149 ,248 
6/2022,10148893,Shoes,M ,Men,5,Blue,45 ,68 ,113 
6/2022,10137983,Jeans,M ,Women,5, Pink,100 ,150 ,250 
6/2022,10138075,Shoes,S ,Women,5, Green,214 ,321 ,535 
6/2022,10151409,Shoes,XL,Men,6, Khaki,123 ,185 ,369 
6/2022,10148115,Sweater,S ,Men,5,Blue,15 ,23 ,38 
6/2022,10144051,Shoes,XL,Men,5, Orange,90 ,135 ,225 
6/2022,10137485,T-shirt,XL,Boys,5, Yellow,87 ,131 ,218 
6/2022,10138935,Shoes,S,Boys,4,Blue,22 ,33 ,44 
6/2022,10138499,T-shirt,M ,Boys,4,Blue,34 ,51 ,68 
6/2022,1014042,T-shirt,S,Women,5, Orange,55 ,83 ,138 
6/2022,10143751,Shoes,M ,Men,6, Grey,91 ,137 ,273 
6/2022,10136939,T-shirt,M ,Men,5,Blue,100 ,150 ,250 
6/2022,10148097,Sweater,S ,Men,5, Orange,200 ,300 ,500 
6/2022,10147045,Shoes,XL,Men,5, Brown,150 ,225 ,375 
6/2022,10137267,T-shirt,XXL,Men,7, Red,60 ,90 ,210 
6/2022,10152071,T-shirt,M ,Men,6,Blue,100 ,150 ,300 
6/2022,10144039,Dress,M ,Men,5,Blue,100 ,150 ,250 
6/2022,10149959,Shoes,S ,Men,5, Khaki,100 ,150 ,250 
6/2022,10144143,Jeans,XL,Men,5, Maroon,100 ,150 ,250 
6/2022,10148957,Dress,S ,Men,5, Grey,50 ,75 ,125 
6/2022,10149105,Shoes,XL,Men,5, Khaki,20 ,30 ,50 
6/2022,10142697,T-shirt,XL,Women,5, Gold,30 ,45 ,75 
6/2022,10146717,Jeans,S,Men,8,Blue,47 ,71 ,188 
6/2022,1013899,Jeans,M ,Men,6, Green,99 ,149 ,297 
6/2022,10137097,Jeans,S,Men,5,Blue,99 ,149 ,248 
6/2022,10143911,Shoes,M ,Women,5,Blue,45 ,68 ,113 
6/2022,10136551,Dress,XXL,Boys,3,Blue,100 ,150 ,150 
6/2022,1014909,Jeans,XL,Men,6, Navy,214 ,321 ,642 
6/2022,10148719,Dress,S,Men,5, Grey,123 ,185 ,308 
6/2022,10149979,Sweater,S,Men,5,Blue,15 ,23 ,38 
6/2022,10144781,Shoes,M ,Women,5, Red,90 ,135 ,225 
6/2022,10138549,T-shirt,S ,Boys,4, Red,87 ,131 ,174 
6/2022,10147723,T-shirt,XL,Men,5, Black,22 ,33 ,55 
6/2022,10147173,Shoes,XXL,Men,5, Yellow,34 ,51 ,85 
6/2022,10139025,Shoes,M ,Women,3, Silver,55 ,83 ,83 
6/2022,10143969,Shoes,M ,Men,5, Black,91 ,137 ,228 
6/2022,10145043,T-shirt,S ,Boys,5,,100 ,150 ,250 
6/2022,10138515,Dress,XL,Boys,4,Blue,200 ,300 ,400 
6/2022,10148213,Sweater,S ,Men,5,Blue,150 ,225 ,375 
6/2022,10149019,T-shirt,XL,Men,5, Grey,60 ,90 ,150 
6/2022,10137487,Shoes,XL,Boys,5, Yellow,100 ,150 ,250 
6/2022,10137209,Sweater,S,Men,5, Black,100 ,150 ,250 
6/2022,10138451,Shoes,M ,Boys,6, Green,100 ,150 ,300 
6/2022,10148067,Shoes,S,Men,5, Green,100 ,150 ,250 
6/2022,10145021,Dress,M ,Girls,4,,50 ,75 ,100 
6/2022,10147755,Jeans,M ,Men,5, Grey,20 ,30 ,50 
6/2022,10138193,Dress,S ,Women,7,Blue,30 ,45 ,105 
6/2022,10137995,Shoes,XL,Women,5, White,47 ,71 ,118 
6/2022,10136271,Jeans,XXL,Boys,3, Yellow,99 ,149 ,149 
6/2022,10139547,Jeans,M ,Women,4, Green,99 ,149 ,198 
6/2022,10143887,Dress,M ,Men,5, White,45 ,68 ,113 
6/2022,10138829,Jeans,S ,Boys,4,Blue,50 ,75 ,100 
6/2022,10146823,Jeans,XL,Men,7,Blue,26 ,39 ,91 
6/2022,10147729,Sweater,S ,Men,5, Brown,33 ,50 ,83 
6/2022,10152143,Sweater,XL,Men,5, White,100 ,150 ,250 
6/2022,10137825,Jeans,XL,Unisex,5, Black,200 ,300 ,500 
6/2022,10138561,Jeans,S,Boys,5, Red,150 ,225 ,375 
6/2022,10145413,T-shirt,M ,Women,4, Gold,60 ,90 ,120 
6/2022,10139019,Dress,S,Women,4, Gold,100 ,150 ,200 
6/2022,10145677,Shoes,M ,Unisex Kids,5,Blue,100 ,150 ,250 
6/2022,10144243,T-shirt,XXL,Women,5,Blue,100 ,150 ,250 
6/2022,10139533,Dress,XL,Women,7, Red,100 ,150 ,350 
6/2022,10151881,Sweater,S,Men,5, Brown,50 ,75 ,125 
6/2022,10143543,T-shirt,S,Men,6,Blue,20 ,30 ,60 
6/2022,10146755,Sweater,M ,Men,7,Blue,30 ,45 ,105 
6/2022,10147815,T-shirt,S ,Men,5, Green,47 ,71 ,118 
6/2022,10150665,Dress,XL,Men,5, Beige,99 ,149 ,248 
6/2022,10151657,Jeans,XXL,Men,6, Red,99 ,149 ,297 
6/2022,10144991,Shoes,M ,Boys,4,,45 ,68 ,90 
6/2022,10138711,Shoes,M ,Boys,4, Black,50 ,75 ,100 
6/2022,10143661,T-shirt,S ,Men,5,Blue,26 ,39 ,65 
6/2022,10146253,Dress,XL,Women,5, Red,33 ,50 ,83 
6/2022,10144533,Jeans,S ,Men,5,Blue,22 ,33 ,55 
6/2022,10145451,Dress,XL,Women,4, Red,100 ,150 ,200 
6/2022,10144535,T-shirt,XL,Men,5,Blue,214 ,321 ,535 
6/2022,10139057,T-shirt,S,Women,7,Blue,123 ,185 ,431 
6/2022,10144179,Sweater,M ,Women,5, Gold,15 ,23 ,38 
6/2022,10136227,Jeans,S,Boys,4, Grey,90 ,135 ,180 
6/2022,10147487,Shoes,M ,Men,5,Blue,87 ,131 ,218 
6/2022,10151595,Jeans,M ,Men,5,Blue,22 ,33 ,55 
6/2022,10136431,Shoes,S ,Boys,3, Green,34 ,51 ,51 
6/2022,10149235,Shoes,XL,Men,7, Black,55 ,83 ,193 
6/2022,10136127,Shoes,XXL,Boys,4, Green,91 ,137 ,182 
6/2022,10144973,Sweater,M ,Girls,3,Blue,100 ,150 ,150 
6/2022,10147715,T-shirt,M ,Men,5,Blue,200 ,300 ,500 
6/2022,10136251,Dress,S ,Boys,4,Blue,150 ,225 ,300 
